"","X1.b_Intercept","X1.b_Associative_Trial","X2.b_Intercept","X2.b_Associative_Trial","X3.b_Intercept","X3.b_Associative_Trial","X4.b_Intercept","X4.b_Associative_Trial","treatment_level","species_level","bias_level"
"1",-1.22936969888376,0.049139268866985,-1.09128312921251,0.0548385928421577,-1.35226869495896,0.0555848856206403,-1.60518183415433,0.0564705097138903,"CORT Cold","delicata","Red"
"2",-0.77149018001392,0.0454324767579812,-1.07514711561049,0.0546211604774632,-0.841007670009144,0.0506710888576714,-1.37939204898114,0.053785590556856,"CORT Cold","delicata","Red"
"3",-0.809489704328719,0.0456174676088259,-1.46123696443474,0.0567643142445931,-0.871964454135814,0.0494862383437231,-1.30938688343821,0.0518620235986881,"CORT Cold","delicata","Red"
"4",-1.10412545615179,0.045603363198558,-1.54119249954785,0.0568038648691814,-1.28010830750095,0.052750620029755,-1.28512383141443,0.0519393528067929,"CORT Cold","delicata","Red"
"5",-0.785779994580278,0.0434255987667948,-1.06536749977133,0.0572240746441043,-0.970827481142128,0.0518572364936697,-1.25233872166288,0.0555389649776208,"CORT Cold","delicata","Red"
"6",-1.00545523977324,0.0555383986751706,-1.58098968956409,0.0566415962966745,-1.47715254468551,0.0552937025274883,-1.17305493064691,0.0508181618795576,"CORT Cold","delicata","Red"
"7",-1.5018959373157,0.0551208956773869,-1.57058306157715,0.0536433267960562,-1.17583418121892,0.0526891515101011,-1.17732435865528,0.0533812164085862,"CORT Cold","delicata","Red"
"8",-1.28407200036311,0.0548135090084465,-1.24939257723858,0.0536575011989379,-1.25660362392142,0.0526388663902155,-1.27057343721519,0.0530998312718093,"CORT Cold","delicata","Red"
"9",-1.26942683415483,0.0605882167833132,-1.0645661879563,0.0524138592958258,-1.30845164482686,0.0535407289195402,-1.19948788702094,0.049515839736242,"CORT Cold","delicata","Red"
"10",-1.25522422801276,0.0528640049712298,-1.13735114495115,0.0551822905134093,-1.21981492271023,0.0539413920267841,-1.19504919560215,0.0522063109711191,"CORT Cold","delicata","Red"
"11",-1.23279875339226,0.0513442639440401,-1.2109478856068,0.0527840186041546,-0.798151110849628,0.0542369874309714,-1.3543074907337,0.0524142177714326,"CORT Cold","delicata","Red"
"12",-1.06743649636993,0.0530474957879272,-1.35138616876454,0.05209905687765,-1.58196208547084,0.0543950427304538,-1.01820901877887,0.0527441875377657,"CORT Cold","delicata","Red"
"13",-1.20313481711568,0.0499502310365784,-1.321812849859,0.0505699501249634,-1.22610297525404,0.0532838303571157,-1.01828686604162,0.0527783328764242,"CORT Cold","delicata","Red"
"14",-1.12882008130554,0.0506934695915838,-0.988048408534334,0.0497683238830514,-1.21205013997623,0.0481450777319351,-1.0396529562254,0.0538620050120262,"CORT Cold","delicata","Red"
"15",-1.31114821680619,0.0507275961628093,-1.40851685641901,0.0497195191452314,-1.35480979323565,0.0538672929826174,-1.01690195489196,0.0474915878971465,"CORT Cold","delicata","Red"
"16",-1.2722195914485,0.0538918102002464,-1.51502761106778,0.0512390728163114,-1.41329405104329,0.0541918497592333,-0.886110019527029,0.0474974559693144,"CORT Cold","delicata","Red"
"17",-1.28004292231309,0.0542270020463225,-1.54226428465615,0.0526885851495599,-1.2501456398652,0.0549806684761061,-1.07800310884772,0.0506021068293414,"CORT Cold","delicata","Red"
"18",-1.21988097938618,0.0476538528474794,-1.17564956873659,0.0525449865102672,-1.25591543162034,0.0550599113097368,-1.29436409191412,0.048491090873402,"CORT Cold","delicata","Red"
"19",-1.13983304764066,0.049931951406217,-1.35253744508452,0.0524624909089074,-1.34021647176904,0.0549886946470292,-1.03073050491342,0.0485646071580221,"CORT Cold","delicata","Red"
"20",-1.27940007887323,0.0542053967617895,-1.30866663857715,0.0524083344897032,-1.31026455749548,0.0541013377386677,-0.91577911290303,0.0472060573418192,"CORT Cold","delicata","Red"
"21",-1.25730642550965,0.0512395249901053,-1.12054830670645,0.0533154175950227,-1.0632956317447,0.0556175704152565,-1.3715186905149,0.0531071358486919,"CORT Cold","delicata","Red"
"22",-1.05329165624278,0.0561952324914519,-1.41189659484765,0.0557792945705361,-1.05045877012195,0.0542750630021757,-1.02975913044844,0.0515903867970374,"CORT Cold","delicata","Red"
"23",-0.916615945330613,0.0482040200636563,-0.778041440145376,0.045168761594324,-1.41322185812243,0.0549796909248634,-1.12448951810595,0.0533158229614881,"CORT Cold","delicata","Red"
"24",-0.974413561595642,0.0536915060140373,-1.14759430460469,0.0504794529852767,-1.37066999516212,0.0510335351590793,-0.824683395026305,0.0529478072147464,"CORT Cold","delicata","Red"
"25",-1.4057770365894,0.0533788100993799,-0.758073602725587,0.0472105226951565,-1.32838731075959,0.0512116545867974,-1.41409950701495,0.052538026799117,"CORT Cold","delicata","Red"
"26",-0.791006314292086,0.0503464576443664,-1.21925914575892,0.0472836369663307,-1.55929518048458,0.0508473480212349,-1.22175893190709,0.0493787276058095,"CORT Cold","delicata","Red"
